"Title","Other titles","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Name","Dates associated with name","Type of name","Role","All names","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Their colours and their forms : artists' responses to Wordsworth","","016314225","Monograph","Language material ; Still image ; Text","Volume","GBB445731","","9781906832063","McKay, Carol","","person","author ; lecturer","Wordsworth Trust [organisation] ; McKay, Carol, author ; lecturer [person] ; Dove Cottage and the Wordsworth Museum [organisation] ; Strachan, John (John R.), 1961-, author ; editor [person] ; Collier, Mike, editor [person] ; Ross, Janet, curator, editor [person]","","","England","Grasmere, Cumbria ; Sunderland","Art Editions North ; Wordsworth Trust","2013","","112 pages, illustrations (black and white and colour), 30 cm","709.410905","YK.2014.b.1780","Art and literature--Great Britain--Exhibitions ; Wordsworth, William, 1770-1850--Exhibitions ; Art, British--21st century--Exhibitions","Exhibition","English","Exhibition shown at the Wordsworth Museum, Grasmere in February and March 2013",""
"Theodora in love","","015879478","Monograph","Language material ; Text","Volume","GBB1A2580","","9781444809541","Coleman, Vernon","","person","","Coleman, Vernon [person]","","","England","Leicester","Ulverscroft","2012","","1 volume (large print), 23 cm","823.92","","Wordsworth, William, 1770-1850--Fiction ; Wordsworth, Dorothy, 1771-1855--Fiction ; Women with disabilities--Fiction ; Dorset (England)--Fiction","Fiction ; Large print ; Romance fiction","English","Originally published: London: Robert Hale, 2011",""
"Theology in the English Poets. Cowper-Coleridge-Wordsworth and Burns","Appendix ; Appendix. Biography and Criticism ; Appendix. II. Miscellaneous","000486867","Monograph","Language material ; Text","Volume","","","","Brooke, Stopford A. (Stopford Augustus)","1832-1916","person","","Coleridge, Samuel Taylor, 1772-1834 [person] ; Brooke, Stopford A. (Stopford Augustus), 1832-1916 [person] ; Wordsworth, William, 1770-1850 [person] ; Burns, Robert, 1759-1796 [person] ; Cowper, William, 1731-1800 [person]","","","England","London","H. S","1874","","vii, 339 pages (8°)","","4465.g.20","","","English","Other edition: Theology in the English Poets. Cowper-Coleridge-Wordsworth and Burns. pp. vii. 339. H. S. King & Co.: London, 1874. 8º ; Other edition: Theology in the English Poets. Cowper-Coleridge-Wordsworth and Burns. pp. xii. 275. J. M. Dent & Sons: London; E. P. Dutton & Co.: New York, [1910.] 8º",""
"Theology in the English Poets. Cowper-Coleridge-Wordsworth and Burns","Appendix ; Appendix. Biography and Criticism ; Appendix. II. Miscellaneous","000486868","Monograph","Language material ; Text","Volume","","","","Brooke, Stopford A. (Stopford Augustus)","1832-1916","person","","Coleridge, Samuel Taylor, 1772-1834 [person] ; Brooke, Stopford A. (Stopford Augustus), 1832-1916 [person] ; Wordsworth, William, 1770-1850 [person] ; Burns, Robert, 1759-1796 [person] ; Cowper, William, 1731-1800 [person]","","","England","London","H. S","1874","Second edition","vii, 339 pages (8°)","","4465.g.21","","","","",""
"Theology in the English Poets. Cowper-Coleridge-Wordsworth and Burns","Appendix","000486869","Monograph","Language material ; Text","Volume","","","","Brooke, Stopford A. (Stopford Augustus)","1832-1916","person","","Wordsworth, William, 1770-1850 [person] ; Brooke, Stopford A. (Stopford Augustus), 1832-1916 [person] ; Coleridge, Samuel Taylor, 1772-1834 [person] ; Cowper, William, 1731-1800 [person]","Everyman's Library","","England ; United States of America","London ; New York","E. P. Dutton ; J M Dent","1910","Another edition","xii, 275 pages (8°)","","12206.p.1/291","","","","",""
"This life, this death : Wordsworth's poetic destiny","","016336141","Monograph","Language material ; Text","Volume","","","9781462018215 ; 9781462018222","O'Meara, John","1953-","person","","O'Meara, John, 1953- [person]","","","United States of America","Bloomington","IUniverse","2011","","volumes, 100 pages, 23 cm","","YD.2013.a.1183","English poetry--19th century ; Wordsworth, William, 1770-1850--Criticism and interpretation","","English","",""
"This life, this death","Modern debacle and our hope in the goddess ; Myth, depravity, impasse ; On nature & the goddess in romantic and post-romantic literature ; On nature and the goddess in romantic and post-romantic literature ; Works. Selections","016336146","Monograph","Language material ; Text","Volume","","","9781475942910 ; 9781475942927 ; 9781475942934","O'Meara, John","1953-","person","author","O'Meara, John, 1953- [person] ; O'Meara, John, 1953-, author [person]","","","United States of America","Bloomington","IUniverse","2012","","xiii, 97, xi, 88, volumes, 100 pages, 24 cm","","YD.2013.a.2141","Keats, John, 1795-1821--Criticism and interpretation ; Graves, Robert, 1895-1985--Criticism and interpretation ; English poetry--19th century ; Modernism (Literature)--20th century--History and criticism ; Shakespeare, William, 1564-1616--Criticism and interpretation ; Wordsworth, William, 1770-1850--Criticism and interpretation","","English","",""
"This mighty sum of things. Wordsworth's theme of benevolent necessity","","003172548","Monograph","Language material ; Text","Volume","","","","Rountree, Thomas Jefferson","","person","","Wordsworth, William, 1770-1850 [person] ; Rountree, Thomas Jefferson [person]","","","","University, Alabama","University of Alabama Press","1965","","142 pages (8°)","","X.909/10021","","","","",""
"Thomas Wilkinson: a friend of Wordsworth. By his great-niece","","000614683","Monograph","Language material ; Text","Volume","","","","Carr, Mary","","person","","Wordsworth, William, 1770-1850 [person] ; Wilkinson, Thomas, of Yanwath [person] ; Carr, Mary [person]","","","England","London","Headley","1905","","vi, 149 pages (8°)","","10826.aa.45","","","","",""
"Three English songs = Három angol dal","English verses. Vocal score ; Harom angol dal","015354949","Monograph","Notated music","Volume","","","","Durkó, Zsolt","","person","","Wordsworth, William, 1770-1850 [person] ; Durkó, Zsolt [person] ; Eliot, T. S. (Thomas Stearns), 1888-1965 [person] ; Blake, William, 1757-1827 [person]","","","Hungary","Budapest","Akkord","2007","","1 score (43 pages), 30 cm","783.6742","G.242.i. (7.)","Wordsworth, William, 1770-1850--Musical settings ; Eliot, T. S. (Thomas Stearns), 1888-1965--Musical settings ; Blake, William, 1757-1827--Musical settings ; Songs (Medium voice) with instrumental ensemble--Vocal scores with piano","Vocal score","English ; Hungarian","Duration: approximately 22:32 ; For mezzo-soprano and piano; original acc. for 12 instruments ; Includes biographical notes in Hungarian and English",""
"Three Studies in Shelley, and an essay on Nature in Wordsworth and Meredith","Appendix","003528432","Monograph","Language material ; Text","Volume","","","","Strong, Archibald Thomas, Sir","","person","","Meredith, George, 1828-1909 [person] ; Wordsworth, William, 1770-1850 [person] ; Strong, Archibald Thomas, Sir [person] ; Shelley, Percy Bysshe, 1792-1822 [person]","","","England","London","Oxford University Press","1921","","189 pages (8°)","","011851.bb.23","","","","",""
"Three essays : Johnson, Wordsworth, Byron","","006747561","Monograph","Language material ; Text","Volume","GB9949164","","9781870737159","Jefferson, D. W. (Douglas William)","1912-2001","person","","Jefferson, D. W. (Douglas William), 1912-2001 [person]","Literary and historical proceedings","volume 24 part 5 [Literary and historical proceedings]","England","Leeds","Leeds Philosophical & Literary Society","1998","","48 pages, 25 cm","801.95","Ac.1271/5","Wordsworth, William, 1770-1850--Poems ; Byron, George Gordon Byron, Baron, 1788-1824 ; Johnson, Samuel, 1691-1773 ; Criticism","","English","",""
"Three studies in Shelley, and an essay on nature in Wordsworth and Meredith","","013865752","Monograph","Language material ; Text","Volume","","","9780208006653","Strong, Archibald Thomas, Sir","1876-1930","person","","Strong, Archibald Thomas, Sir, 1876-1930 [person]","","","United States of America","Hamden, Connecticut","Archon","1968","","189 pages, 22 cm","821.7","W74/2046","Nature in literature ; Shelley, Percy Bysshe, 1792-1822--Criticism and interpretation ; Wordsworth, William, 1770-1850--Criticism and interpretation ; Meredith, George, 1828-1909--Criticism and interpretation","","English","reprinted of the 1921 edition",""
"Through the Wordsworth Country. A companion to the Lake District. With ... sixteen full-page illustrations by H. Goodwin, etc [Second edition.]","","001989953","Monograph","Language material ; Text","Volume","","","","Knight, William Angus","","person","","Wordsworth, William, 1770-1850 [person] ; Goodwin, Harry [person] ; Knight, William Angus [person]","","","England","London","Swan Sonnenschein","1906","","xix, 268 pages (8°)","","10369.dd.15","","","","",""
"Time and mind in Wordsworth's poetry","","012667935","Monograph","Language material ; Text","Volume","","","9780814316559","Baker, Jeffrey","1925-","person","","Baker, Jeffrey, 1925- [person]","","","United States of America","Detroit","Wayne State University Press","1980","","212 pages","821.7","80/26870 ; X.950/23648","Wordsworth, William, 1770-1850--Views on time ; Wordsworth, William, 1770-1850--Criticism and interpretation ; Time in literature ; Poetry in English--Wordsworth, William--1770-1850--Special themes--Time","","English","Includes index",""
"Tintern Abbey","On the happy occasion of the bi-centenary of Wordsworth 'Tintern Abbey' (1798-1998) : versified Urdu translations of 'Tintern Abbey' and some other poems of William Wordsworth ; Wordsworth's poems and versified Urdu translations","009258607","Monograph","Language material ; Text","Volume","","","","Zaidi, Syed Matloob Ali","","person","","Wordsworth, William, 1770-1850 [person] ; Zaidi, Syed Matloob Ali [person]","","","Pakistan","Lahore","Ghulam Ali","1998","","103 pages, 5 leaves of plates, illustrations (some colour), portraits (some colour), 23 cm","","ORW.1998.a.349","Wordsworth, William, 1770-1850--Translations into Urdu","","English ; Urdu","Spine title: Wordsworth's poems and versified Urdu translations",""
"Tintern Abbey, Ode to duty, Ode on intimations of immortality, and The happy warrior, etc","Collections. II. Poetry. Smaller Collections","003976923","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Chambers's reprints of English classics","","England ; Scotland","Edinburgh ; London","W. & R. Chambers","1885","","31 pages, 17 cm","","12205.aa.18/8","","","","",""
"To Belshazzar","Antique lands, distant shores : three settings of English Romantic poetry for soprano and piano ; I travelled among unknown men ; Ozymandias","016865190","Monograph","Notated music","Volume","","","","","","","","Lewis, David, 1963 October 9-, writer [person] ; Shelley, Percy Bysshe, 1792-1822 [person] ; Mills, Alan, 1964- [person] ; Byron, George Gordon Byron, Baron, 1788-1824 [person] ; Brown, James Francis, 1969- [person] ; Wordsworth, William, 1770-1850 [person] ; Fribbins, Peter, 1969- [person]","","","England","London","Music Haven","2012","","1 score (20 pages), 30 cm","783.66","G.804.ll. (4.)","Wordsworth, William, 1770-1850--Musical settings ; Shelley, Percy Bysshe, 1792-1822--Musical settings ; Songs (High voice) with piano--Scores ; Byron, George Gordon Byron, Baron, 1788-1824--Musical settings","","English","Duration: 11 minutes",""
"To a butterfly","","014875998","Monograph","Language material ; Text","Sheet","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","Rhyme sheet. Second series","number 14 [Rhyme sheet. Second series]","England","London","Poetry Bookshop","","","1 sheet, colour illustrations, 36 x 18 cm","","Monro 33","","","English","",""
"To the Queen","To the Queen: dedicatory verses addressed to Her Majesty with the author's poems","003977217","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","Kendal","R. Branthwaite","1846","","7 pages (8°)","","Ashley 2269","","","","",""
"To the Queen: dedicatory verses addressed to Her Majesty with the author's poems","To the Queen","003977217","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","Kendal","R. Branthwaite","1846","","7 pages (8°)","","Ashley 2269","","","","",""
"Topographical description of the country of the Lakes in the North of England. (With emendations and additions.)","Description of the Scenery of the Lakes","003977094","Monograph","Language material ; Text","Volume","","","","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","","","","","","","","Ashley 4638","","","","Second edition of 'The description of the scenery of the Lakes' originally published in 1810 without title as the introduction to J. Wilkinson's 'Select views in Cumberland, etc.'",""
"Towards Tintern Abbey : a bicentenary celebration of 'lyrical ballads', 1798","","008149604","Monograph","Language material ; Text","Volume","GB9934613","","9781870787550","Woof, Robert","","person","","Hebron, Stephen [person] ; Wordsworth Trust [organisation] ; Woof, Robert [person]","","","England","Kendal","Wordsworth Trust","1998","","vii, 188 pages, illustrations (some colour), facsimiles, portraits, 27 cm","821.7","YC.1999.b.3259","Wordsworth, William, 1770-1850--Exhibitions ; Tintern Abbey--In art--Exhibitions ; English poetry--19th century--Exhibitions ; Tintern Abbey--In literature--Exhibitions","Exhibition","English","Exhibition catalogue",""
"Towards reading Freud : self-creation in Milton, Wordsworth, Emerson, and Sigmund Freud","","013828553","Monograph","Language material ; Text","Volume","GBA768327","","9780226184616","Edmundson, Mark","1952-","person","","Edmundson, Mark, 1952- [person]","","","England ; United States of America","Bristol ; Chicago, Illinois","University Presses Marketing ; University of Chicago Press","2007","","xii, 171 pages","821.009353","","Psychoanalysis and literature--United States ; Psychology in literature ; English poetry--History and criticism ; Emerson, Ralph Waldo, 1803-1882--Knowledge--Psychology ; Milton, John, 1608-1674--Knowledge--Psychology ; Wordsworth, William, 1770-1850--Knowledge--Psychology ; Psychoanalysis and literature--England ; Freud, Sigmund, 1856-1939 ; Self in literature ; Literature--Psychological aspects","","English","Includes index ; Originally published: Princeton, N.J.: Oxford: Princeton University Press 1990",""
"Tradition and experiment in Wordsworth's 'Lyrical ballads' (1798)","","012597410","Monograph","Language material ; Text","Volume","GB7608522","","9780198120698","Jacobus, Mary","","person","","Jacobus, Mary [person]","","","England","Oxford","Clarendon","1976","","x, 301 pages, 23 cm","821.7","76/18236 ; X.989/40529","Wordsworth, William, 1770-1850 ; Wordsworth, William, 1770-1850--Technique ; Poetry in English--Wordsworth, William--1770-1850","","English","bibliography: p.291-293. _ Includes index",""
"Trailing clouds of glory : poems","","012708075","Monograph","Language material ; Text","Volume","GB96Z5379","","9781857936490","Wordsworth, William","1770-1850","person","","Wordsworth, William, 1770-1850 [person]","","","England","London","Pavilion","1996","","95 pages, colour illustrations, 20 cm","821.7","YC.1996.a.1556","English poetry--19th century","","English","",""
"Transactions [Edited by W. A. Knight.]","","001140431","Monograph","Language material ; Text","Volume","","","","Wordsworth Society (England)","","organisation","","Wordsworth Society (England) [organisation] ; Wordsworth, William, 1770-1850 [person] ; Knight, William Angus [person]","","","Scotland","Edinburgh","","1882","","","","Ac.9494","","","","",""
"Translations of Chaucer and Virgil","Selections. English ; Works ; Works. Selections","011997234","Monograph","Language material ; Text","Volume","GB9863495","","9780801434525","Wordsworth, William","1770-1850","person","","Chaucer, Geoffrey, -1400 [person] ; Wordsworth, William, 1770-1850 [person] ; Virgil [person] ; Graver, Bruce Edward [person]","The Cornell Wordsworth","","England","Ithaca, New York ; London","Cornell University Press","1998","","xxviii, 583 pages, 25 cm","821.7","YC.1998.b.6258 ; m00/11494","Latin poetry--Translations into English ; Virgil--Translations into English ; English poetry--Middle English, 1100-1500--Modernized versions","","English","",""
"Trauma, transcendence, and trust : Wordsworth, Tennyson, and Eliot thinking loss","'Wound' in the 'Living Soul': Tennyson's In Memoriam -- ; Castrated Referentiality: Eliot's The Waste Land ; Gazes of Trauma, Spots of Trust: Wordsworth's Memorials in The Prelude --","015629265","Monograph","Language material ; Text","Volume","GBB098010","","9780230104969","Brennan, Thomas J.","1960-","person","","Brennan, Thomas J., 1960- [person]","Nineteenth-century major lives and letters","","United States of America","New York","Palgrave Macmillan","2010","1st edition","xi, 206 pages, 22 cm","821.709384","YC.2012.a.9784","Loss (Psychology) in literature ; Trust in literature ; Transcendence (Philosophy) in literature ; English poetry--19th century--History and criticism ; Psychic trauma in literature ; Tennyson, Alfred Tennyson, Baron, 1809-1892--Criticism and interpretation ; Eliot, T. S. (Thomas Stearns), 1888-1965--Criticism and interpretation ; Wordsworth, William, 1770-1850--Criticism and interpretation","","English","",""
